id,deputy_name,consignment_name,url,income_sum
99110985,Колесников Олег Алексеевич,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/99110985/,4711615
1055921,Золотарев Алексей Михайлович,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/1055921/,4574070
99112724,Барышев Андрей Викторович,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/99112724/,4484042
1055918,Сокол Сергей Михайлович,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/1055918/,4394417
99111057,Старшинов Михаил Евгеньевич,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/99111057/,4392407
1055920,Пьяных Дмитрий Сергеевич,ЛДПР,http://duma.gov.ru/duma/persons/1055920/,3991013
1055927,Чиркова Ирина Александровна,СПРАВЕДЛИВАЯ РОССИЯ,http://duma.gov.ru/duma/persons/1055927/,2560485
99111845,Ильясов Радик Сабитович,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/99111845/,2388921
99112467,Гришин Евгений Анатольевич,«ЕДИНАЯ РОССИЯ»,http://duma.gov.ru/duma/persons/99112467/,2067866
1055930,Кузякин Дмитрий Викторович,КПРФ,http://duma.gov.ru/duma/persons/1055930/,379433
1055933,Парахин Гаврил Павлович,ЛДПР,http://duma.gov.ru/duma/persons/1055933/,0
